,cv,cf,tthtot,thtot,thq,thw,tthhbb,thhbb,hbb,tthhgg,thhgg,hgg,tot
0,0.5,-6.0,3.2061219010941997,1.71096005445776,1.3872458394758398,0.32371421498192005,2.6054691509,1.3904159629029997,3.995885113803,0.05096294249419999,0.027196569651759997,0.07815951214595998,4.91708195555196
1,0.5,-4.0,2.5819151221280996,1.4830982888168898,1.2068250102568,0.27627327856008993,2.1123132345699998,1.213348802655,3.325662037225,0.0239539389881,0.01375961250689,0.03771355149499,4.06501341094499
2,0.5,-3.0,2.0397811490528994,1.2588928704241298,1.0278124913032798,0.23108037912084997,1.6732593101399997,1.032689468668,2.7059487788079997,0.013495350372899997,0.008328951248129999,0.021824301621029996,3.298674019477029
3,0.5,-2.5,1.6866190863136996,1.1010253180491598,0.9011762339652798,0.19984908408388,1.3851883762199997,0.9042476682799998,2.2894360444999995,0.009192935473699999,0.006001129329159999,0.015194064802859997,2.7876444043628594
4,0.5,-2.0,1.2804731019817002,0.9073858273018999,0.74528427773208,0.16210154956981998,1.05274198337,0.7460060502619998,1.7987480336319999,0.0056290772417,0.0039889478979,0.009618025139599999,2.1878589292836
5,0.5,-1.5,0.8435267165918999,0.6815862797037,0.5627424105436,0.1188438691601,0.6941610763999999,0.5608962551829999,1.2550573315829998,0.0029131317919,0.0023539412177,0.005267073009599999,1.5251129962955998
6,0.5,-1.333,0.6987600347584999,0.6015005534751,0.49778779692616,0.10371275654894001,0.57519582208,0.495135553462,1.070331375542,0.0022107201985,0.0019030520711,0.0041137722696,1.3002605882335998
7,0.5,-1.25,0.6284227743904,0.56135783138923,0.4651828012164,0.09617503017283002,0.5173687749999999,0.46215479688399996,0.9795235718839999,0.0019007243903999998,0.00169782618123,0.0035985505716299997,1.1897806057796299
8,0.5,-1.0,0.4279064622701,0.44104413724196995,0.36724914143463994,0.07379499580733,0.35243160952999997,0.36324883580699996,0.7156804453369998,0.0011226844100999998,0.0011571391079699999,0.00227982351807,0.8689505995120699
9,0.5,-0.833,0.3077615290497,0.3631247985530399,0.30362200037975995,0.05950279817328,0.25354026368,0.29914899264799993,0.5526892563279999,0.0007299232896999999,0.0008611874970399999,0.00159111078674,0.6708863276027399
10,0.5,-0.75,0.2535034679969,0.3257643417496599,0.27304626489135997,0.05271807685830001,0.20886916544999998,0.268403806704,0.47727297215399994,0.0005706086969,0.0007333168216599999,0.00130392551856,0.5792678097465599
11,0.5,-0.667,0.2034660742807,0.2896133470715899,0.24340873101671995,0.04620461605487,0.16765704703,0.23864601521199996,0.40630306224199997,0.0004340862207,0.0006179183275899999,0.00105200454829,0.4930794213522899
12,0.5,-0.5,0.11722206460139999,0.22145799391169002,0.1873621921936,0.03409580171809,0.09661492323999998,0.182526576881,0.279141500121,0.0002235469214,0.0004222857096899999,0.00064583263109,0.33868005851309
13,0.5,-0.333,0.05299784909429999,0.16095523153858998,0.13735550637327998,0.02359972516531,0.043695488539999994,0.13268827794199997,0.17638376648199997,8.967201429999999e-05,0.00027244725459,0.00036211926888999994,0.21395308063288998
14,0.5,-0.25,0.0300881862072,0.13426494304741,0.11518307753791998,0.01908186550949,0.02480413727,0.11069635952099999,0.13550049679099999,4.7886467199999996e-05,0.00021360060540999995,0.00026148707260999996,0.16435312925461
15,0.5,-0.167,0.0134814183075,0.11006373629547998,0.09499142905191998,0.015072307243559997,0.01111603768,0.09075303547199998,0.10186907315199997,2.01445475e-05,0.00016425975147999999,0.00018440429897999998,0.12354515460297999
16,0.5,0.0,0.0,0.06956653966709998,0.060907244609679986,0.008659295057419998,0.0,0.057372329816999995,0.057372329816999995,0.0,9.06854331e-05,9.06854331e-05,0.06956653966709998
17,0.5,0.167,0.013554271336099998,0.040822436257769996,0.03623607163304,0.00458636462473,0.011175165539999999,0.033672725690999994,0.04484789123099999,1.53098561e-05,4.603571576999999e-05,6.134557186999999e-05,0.05437670759386999
18,0.5,0.25,0.0302806778175,0.03110346853396,0.02764276681256,0.0034607017213999997,0.02498152085,0.025657835246999997,0.050639356097,3.16557175e-05,3.249583995999999e-05,6.415155746e-05,0.06138414635146
19,0.5,0.333,0.053467049961600004,0.024446872055409994,0.021513553668879994,0.00293331838653,0.04410938356,0.020167450236999996,0.064276833797,5.15700416e-05,2.3594341409999994e-05,7.516438300999999e-05,0.07791392201701
20,0.5,0.5,0.11881367198799998,0.0202833752396,0.0166259478688,0.0036574273708,0.09803399187999999,0.016735954796,0.11476994667599999,9.6693828e-05,1.65071676e-05,0.0001132009956,0.13909704722759997
21,0.5,0.667,0.20699357090719997,0.02801266869061,0.021356094564239998,0.00665657412637,0.17082038753999998,0.023116623947999997,0.19393701148799997,0.0001399758272,1.895255461e-05,0.00015892838181,0.23500623959780997
22,0.5,0.75,0.2583897243675,0.036030622202749996,0.027094004677599995,0.008936617525149999,0.21324462709,0.029735462591999995,0.242980089682,0.00015827858750000002,2.2065818749999998e-05,0.00018034440625,0.29442034657025
23,0.5,0.833,0.31428764337189996,0.046633568502049985,0.03493198436423999,0.011701584137809999,0.25939392182,0.038488118547999994,0.297882040368,0.0001734733319,2.5740926049999996e-05,0.00019921425794999998,0.36092121187394993
24,0.5,1.0,0.43843287804579995,0.07516014219785,0.05656433493655999,0.018595807261290002,0.36189206713,0.06203894340599999,0.423931010536,0.0001926969858,3.302930585e-05,0.00022572629164999998,0.51359302024365
25,0.5,1.25,0.6465078442668999,0.13311034706069,0.10142321073935999,0.03168713632133,0.5337176282899999,0.10988694622399998,0.6436045745139999,0.00019074008689999998,3.9279732689999995e-05,0.00023001981958999996,0.7796181913275899
