,cv,cf,tth,tthww,tthzz,tthtt,thq,thqww,thqzz,thqtt,thw,thwww,thwzz,thwtt,tot
0,0.5,-6.0,14.0598743769,0.3231165135,0.0392571465,13.6975007169,6.08351305872,0.139806271904,0.016985808736,5.92672097808,1.41958977021,0.03262371364,0.00396362876,1.38300242781,21.5629772058
1,0.5,-4.0,4.91209849086,0.2460677395,0.0298960805,4.63613467086,2.29598950174,0.11501452256,0.01397372704,2.16700125214,0.525611261133,0.026329802226,0.003198947934,0.496082510973,7.73369925373
2,0.5,-3.0,2.16203322324,0.18448298,0.02241382,1.95513642324,1.08941046226,0.092956152416,0.011293738144,0.985160571696,0.244928987541,0.020899086348,0.002539141332,0.221490759861,3.49637267304
3,0.5,-2.5,1.24998968457,0.14738019714,0.01790600526,1.08470348217,0.66788098392,0.078747136208,0.009567409072,0.57956643864,0.148112570613,0.017463340958,0.002121714322,0.128527515333,2.0659832391
4,0.5,-2.0,0.62728204077,0.10756442928,0.01306857552,0.50664903597,0.365098843464,0.062605013488,0.007606216592,0.294887613384,0.079410085251,0.013616709148,0.001654366532,0.064139009571,1.07179096948
5,0.5,-1.5,0.25612409031,0.06792229246,0.00825224114,0.17994955671,0.170867365632,0.045310315872,0.005504991648,0.120052058112,0.036084879915,0.00956897683,0.00116258597,0.025353317115,0.463076335857
6,0.5,-1.333,0.17828920989,0.05547511728,0.00673996752,0.11607412509,0.127013872752,0.0395201076,0.0048015084,0.082692256752,0.02646283689,0.008233762992,0.001000363728,0.01722871017,0.331765919532
7,0.5,-1.25,0.14674125114,0.04954995804,0.00602008836,0.09117120474,0.108622488336,0.036678911776,0.004456316384,0.067487260176,0.022457036154,0.0075830258,0.0009213022,0.013952708154,0.27782077563
8,0.5,-1.0,0.07605191682,0.03307671312,0.00401866608,0.03895653762,0.065272073472,0.028390698624,0.003449337216,0.033432037632,0.01311591225,0.005704974212,0.000693127708,0.00671781033,0.154439902542
9,0.5,-0.833,0.04556780316,0.02350530204,0.00285578436,0.01920671676,0.044955700368,0.023189685424,0.002817438416,0.018948576528,0.00881040888,0.00454480467,0.00055217253,0.00371343168,0.099333912408
10,0.5,-0.75,0.03434365176,0.01925134156,0.00233894804,0.01275336216,0.036995755272,0.020738755408,0.002519661872,0.013737337992,0.00714312039,0.004004305298,0.000486504382,0.00265231071,0.078482527422
11,0.5,-0.667,0.02529937113,0.01537719898,0.00186825782,0.00805391433,0.030260742984,0.018391086384,0.002234431056,0.009635225544,0.005744345754,0.003491198354,0.000424164286,0.001828983114,0.061304459868
12,0.5,-0.5,0.01243039017,0.00877921946,0.00106663414,0.00258453657,0.019858212768,0.014025272384,0.001704005056,0.004128935328,0.00361359012,0.00255217256,0.00031007704,0.00075134052,0.035902193058
13,0.5,-0.333,0.00493220673,0.00393925422,0.00047860098,0.00051435153,0.012777078888,0.01020461568,0.00123981312,0.001332650088,0.002195427864,0.001753449446,0.000213035914,0.000228942504,0.019904713482
14,0.5,-0.25,0.00265786323,0.0022246477,0.0002702843,0.00016293123,0.01019578116,0.008531180192,0.001036498528,0.00062810244,0.001689148734,0.001413382474,0.000171719366,0.000104046894,0.014542793124
15,0.5,-0.167,0.0011516241,0.00099837848,0.00012129832,3.19473e-05,0.008102127648,0.007018710368,0.000852740512,0.000230676768,0.001285633356,0.001113736036,0.000135313724,3.6583596e-05,0.010539385104
16,0.5,0.0,0.0,0.0,0.0,0.0,0.00502907712,0.004484260432,0.000544816688,0.0,0.00071518776,0.000637709086,7.7478674e-05,0.0,0.00574426488
17,0.5,0.167,0.0011516241,0.00099837848,0.00012129832,3.19473e-05,0.003076456608,0.00266504472,0.00032379048,8.7621408e-05,0.000389499159,0.00033739454,4.099186e-05,1.1112759e-05,0.004617579867
18,0.5,0.25,0.00265786323,0.0022246477,0.0002702843,0.00016293123,0.00243013164,0.002033330416,0.000247040144,0.00014976108,0.000304259193,0.000254549148,3.0926532e-05,1.8783513e-05,0.005392254063
19,0.5,0.333,0.00493220673,0.00393925422,0.00047860098,0.00051435153,0.001983253944,0.001583841392,0.000192429328,0.000206983224,0.000270616521,0.000216132938,2.6259142e-05,2.8224441e-05,0.007186077195
20,0.5,0.5,0.01243039017,0.00877921946,0.00106663414,0.00258453657,0.001739421192,0.001228502096,0.000149257264,0.000361661832,0.000382643247,0.000270249686,3.2834074e-05,7.9559487e-05,0.014552454609
21,0.5,0.667,0.02529937113,0.01537719898,0.00186825782,0.00805391433,0.002609035992,0.001585359936,0.000192613824,0.000831062232,0.000813502662,0.00049439992,6.006728e-05,0.000259035462,0.028721909784
22,0.5,0.75,0.03434365176,0.01925134156,0.00233894804,0.01275336216,0.003600460728,0.002018144976,0.000245195184,0.001337120568,0.001187725875,0.000665769622,8.0887898e-05,0.000441068355,0.039131838363
23,0.5,0.833,0.04556780316,0.02350530204,0.00285578436,0.01920671676,0.005063883,0.00261189568,0.00031733312,0.0021346542,0.001696707096,0.00087522148,0.00010633532,0.000715150296,0.052328393256
24,0.5,1.0,0.07605191682,0.03307671312,0.00401866608,0.03895653762,0.009813406104,0.004268627184,0.000518618256,0.005026160664,0.003225748743,0.0014030268,0.0001704612,0.001652260743,0.089091071667
25,0.5,1.25,0.14674125114,0.04954995804,0.00602008836,0.09117120474,0.023020268424,0.007773426736,0.000944435024,0.014302406664,0.007192142034,0.00242857258,0.00029506022,0.004468509234,0.176953661598
26,0.5,1.333,0.17828920989,0.05547511728,0.00673996752,0.11607412509,0.029483858712,0.009173524304,0.001114540336,0.019195794072,0.009070928853,0.002822422246,0.000342911114,0.005905595493,0.216843997455
27,0.5,1.5,0.25612409031,0.06792229246,0.00825224114,0.17994955671,0.046361070264,0.012294132224,0.001493679616,0.032573258424,0.013882093197,0.00368127508,0.00044725772,0.009753560397,0.316367253771
28,0.5,2.0,0.62728204077,0.10756442928,0.01306857552,0.50664903597,0.136395366624,0.023388614688,0.002841607392,0.110165144544,0.038626123914,0.006623288658,0.000804698622,0.031198136634,0.802303531308
29,0.5,2.5,1.24998968457,0.14738019714,0.01790600526,1.08470348217,0.303289199328,0.035760192656,0.004344696304,0.263184310368,0.083096149479,0.009797469766,0.001190346794,0.072108332919,1.63637503338
30,0.5,3.0,2.16203322324,0.18448298,0.02241382,1.95513642324,0.563900343984,0.048116585184,0.005845940256,0.509937818544,0.151216608186,0.01290283575,0.00156763425,0.136746138186,2.87715017541
31,0.5,4.0,4.91209849086,0.2460677395,0.0298960805,4.63613467086,1.40052493879,0.0701567328,0.0085237152,1.32184449079,0.365926533903,0.018330545142,0.002227075578,0.345368913183,6.67854996356
32,0.5,6.0,14.0598743769,0.3231165135,0.0392571465,13.6975007169,4.3747925688,0.100538242608,0.012214926672,4.26203939952,1.1148801569,0.025621273692,0.003112865028,1.08614601818,19.5495471026
33,1.0,-6.0,14.296119488,1.21984487152,0.14820545168,12.9280691648,7.20357023669,0.614658017792,0.074678076928,6.51423414197,1.61955782266,0.138191792774,0.016789657066,1.46457637282,23.1192475473
34,1.0,-4.0,5.20877998278,0.8931689217,0.1085158503,4.20709521078,3.03168756082,0.519856834416,0.063160176144,2.44867055026,0.659401972068,0.11307059792,0.01373754928,0.532593824868,8.89986951566
35,1.0,-3.0,2.44973402487,0.64961883228,0.07892565252,1.72118954007,1.63431130882,0.433386383424,0.052654420416,1.14827050498,0.34514407767,0.091525117082,0.011119874038,0.24249908655,4.42918941136
36,1.0,-2.5,1.50977706528,0.50981328926,0.06193993234,0.93802384368,1.1175768918,0.377374887984,0.045849285456,0.69435271836,0.231054415242,0.078020650078,0.009479144402,0.143554620762,2.85840837232
37,1.0,-2.0,0.8394761595,0.36513522518,0.04436222362,0.4299787107,0.72045063552,0.31336673984,0.03807259456,0.36901130112,0.144767859621,0.062968176838,0.007650339242,0.074149343541,1.70469465464
38,1.0,-1.5,0.40380063669,0.22636061646,0.02750175714,0.14993826309,0.434932871472,0.243812869008,0.029622124272,0.161497878192,0.083975312484,0.047074555626,0.005719338534,0.031181418324,0.922708820646
39,1.0,-1.333,0.30234650886,0.18384271554,0.02233603086,0.09616776246,0.36197700084,0.220100804448,0.026741219232,0.11513497716,0.068705491848,0.041776459186,0.005075644574,0.021853388088,0.733029001548
40,1.0,-1.25,0.25899204507,0.16376662654,0.01989687986,0.07532853867,0.329495600136,0.208345755344,0.025313035696,0.095836809096,0.061955429697,0.039175514742,0.004759641978,0.018020272977,0.650443074903
41,1.0,-1.0,0.1536513,0.1085194,0.0131846,0.0319473,0.24558305136,0.17344809568,0.02107313312,0.05106182256,0.044689325772,0.031562758136,0.003834727624,0.009291840012,0.443923677132
42,1.0,-0.833,0.10178850957,0.0767774755,0.0093281045,0.01568292957,0.200059791624,0.150900754368,0.018333736512,0.030825300744,0.035456454096,0.026744029186,0.003249274574,0.005463150336,0.33730475529
43,1.0,-0.75,0.08078924502,0.06276762096,0.00762597264,0.01039565142,0.180228657192,0.140027979328,0.017012745152,0.023187932712,0.031472921025,0.0244527528,0.0029708952,0.004049273025,0.292490823237
