,cv,cf,tthtot,thtot,thq,thw,tthhbb,thhbb,hbb,tthhgg,thhgg,hgg,tot
26,0.5,1.333,0.7782030682239,0.16828399457622,0.12869193213552,0.0395920624407,0.64056167131,0.138520558638,0.7790822299479999,0.0024941252039,0.00053935106022,0.00303347626412,0.94648706280012
27,0.5,1.5,0.9854015739611999,0.23177755107755998,0.17836776880079996,0.05340978227676,0.8111159834799999,0.19078431772399998,1.001900301204,0.0031582046011999995,0.0007428480295599998,0.0039010526307599993,1.2171791250387598
28,0.5,2.0,1.7518240722675,0.48878299554576,0.38091089077679996,0.10787210476896,1.4419806857500002,0.40233383150399993,1.844314517254,0.0056145731675,0.0015665485377599996,0.00718112170526,2.24060706781326
29,0.5,2.5,2.737192772457,0.8460980231226298,0.6641358046005599,0.18196221852207,2.2530671053,0.6964504410269999,2.949517546327,0.008772662657,0.0027117367086299995,0.01148439936563,3.5832907955796296
30,0.5,3.0,3.9415734220731,1.3037196023681696,1.0280391041920798,0.27568049817608997,3.2444343699899996,1.073134146293,4.317568516282999,0.0126327032931,0.004178412542169999,0.016811115835269997,5.24529302444127
31,0.5,4.0,7.007251244898298,2.519888242869749,1.9978847757544798,0.5220034671152699,5.767893179069999,2.0742014372749997,7.842094616344999,0.022458177558299996,0.00807622171975,0.030534399278049996,9.527139487768046
32,0.5,6.0,15.766281517892399,6.15593502384822,4.905745190776319,1.2501898330719,12.977737479959998,5.067149855438,18.044887335398,0.0505308131724,0.01972972585222,0.07026053902462001,21.922216541740617
33,1.0,-6.0,16.215901812000002,10.00796131094595,8.1709174527744,1.83704385817155,10.6430148,6.5685449742549995,17.211559774255,0.041440212,0.02557563823595,0.06701585023595,26.22386312294595
34,1.0,-4.0,7.207067471999999,5.10712868684106,4.19475558876,0.9123730980810599,4.7302288,3.3519718378739993,8.082200637874,0.018417872,0.013051416933059999,0.031469288933059995,12.31419615884106
35,1.0,-3.0,4.0539754530000005,3.27572828245494,2.7045615747935994,0.5711667076613399,2.6607537,2.1499652005259997,4.810718900526,0.010360053,0.00837121956294,0.018731272562939997,7.32970373545494
36,1.0,-2.5,2.81526073125,2.5147846887893692,2.0839394489025596,0.43084523988681,1.847745625,1.6505335917729997,3.4982792167729992,0.007194481249999999,0.006426605923369999,0.013621087173369998,5.330045420039369
37,1.0,-2.0,1.8017668679999999,1.8570046876498796,1.5462921728543997,0.31071251479548,1.1825572,1.2188115470519998,2.4013687470519995,0.004604468,0.004745629865879999,0.009350097865879998,3.6587715556498797
38,1.0,-1.5,1.0134938632500001,1.3024008853643096,1.0916323529769598,0.21076853238734997,0.665188425,0.8548073402989999,1.5199957652989997,0.00259001325,0.00332832360631,0.00591833685631,2.3158947486143098
39,1.0,-1.333,0.8003898869373,1.14014050497807,0.9582574044297598,0.18188310054831,0.5253214721699999,0.7483106650029999,1.273632137173,0.0020454197972999996,0.0029136624520699995,0.004959082249369999,1.9405303919153698
40,1.0,-1.25,0.7038151828125,1.0637814865421098,0.8954148601473599,0.16836662639475,0.46193640625,0.698193799919,1.1601302061689998,0.0017986203124999997,0.0027185247441099997,0.00451714505661,1.7675966693546097
41,1.0,-1.0,0.45044171699999996,0.8509579024258799,0.7199473829423999,0.13101051948348,0.2956393,0.5585108774519999,0.854150177452,0.001151117,0.0021746478418799998,0.00332576484188,1.30139961942588
42,1.0,-0.833,0.31256150742629996,0.7231632081418797,0.6142937493153598,0.10886945882652001,0.20514411026999999,0.47463513385199996,0.679779244122,0.0007987600862999999,0.0018480647578799998,0.0026468248441799997,1.0357247155681797
43,1.0,-0.75,0.25337346581250003,0.66392660303064,0.5652236181981599,0.09870298483248001,0.16629710625,0.43575625605599994,0.602053362306,0.0006475033125,0.0016966838786399998,0.00234418719114,0.9173000688431401
44,1.0,-0.667,0.2004015198933,0.6075340687998299,0.5184415355839199,0.08909253321591001,0.13152992457,0.39874403290699995,0.5302739574769999,0.0005121319533,0.00155257110583,0.0020647030591299997,0.8079355886931299
45,1.0,-0.5,0.11261042924999999,0.5026925049308398,0.4312498690785599,0.07144263585228,0.073909825,0.329933162636,0.40384298763599996,0.00028777925,0.0012846454188399998,0.0015724246688399999,0.6153029341808398
46,1.0,-0.333,0.049953986415299995,0.4093495038317699,0.35330494404383994,0.05604455978793,0.03278639837,0.26866916673299995,0.301455565103,0.0001276588753,0.00104610464577,0.0011737635210699998,0.45930349024706985
47,1.0,-0.25,0.028152607312499998,0.36724300179864,0.31801352925576,0.049229472542879994,0.01847745625,0.24103332325599996,0.259510779506,7.19448125e-05,0.0009385002466399999,0.00101044505914,0.39539560911114
48,1.0,-0.167,0.012567323904300001,0.3279805706459399,0.28501016297063997,0.042970407675300006,0.008248336470000001,0.21526413442599998,0.223512470896,3.21161643e-05,0.0008381639539399999,0.0008702801182399999,0.34054789455023987
49,1.0,0.0,0.0,0.2575893133724099,0.22552720505759993,0.03206210831481,0.0,0.16906410178899997,0.16906410178899997,0.0,0.0006582770344099999,0.0006582770344099999,0.2575893133724099
50,1.0,0.167,0.012567323904300001,0.19871061178610996,0.17530359494304,0.02340701684307,0.008248336470000001,0.130420127519,0.138668463989,3.21161643e-05,0.00050781078811,0.00053992695241,0.21127793569040998
51,1.0,0.25,0.028152607312499998,0.17372790966716997,0.15378459332015998,0.01994331634701,0.01847745625,0.11402318139299998,0.13250063764299996,7.19448125e-05,0.0004439667611699999,0.0005159115736699999,0.20188051697966997
52,1.0,0.333,0.049953986415299995,0.15158789183919,0.13455364020024,0.01703425163895,0.03278639837,0.09949197985099999,0.132278378221,0.0001276588753,0.00038738729718999993,0.00051504617249,0.20154187825449
53,1.0,0.5,0.11261042924999999,0.11565601750397998,0.10278569404343998,0.012870323460540001,0.073909825,0.075908741942,0.149818566942,0.00028777925,0.00029556233997999996,0.0005833415899799999,0.22826644675397997
54,1.0,0.667,0.2004015198933,0.09124022884098001,0.08028339884904001,0.01095682999194,0.13152992457,0.059883879242,0.191413803812,0.0005121319533,0.00023316707697999998,0.00074529903028,0.29164174873428
55,1.0,0.75,0.25337346581250003,0.08338132663622998,0.07253681039136,0.01084451624487,0.16629710625,0.054725830467,0.221022936717,0.0006475033125,0.00021308342223,0.0008605867347299999,0.33675479244873
56,1.0,0.833,0.31256150742629996,0.07836649531191,0.06707827043664,0.01128822487527,0.20514411026999999,0.051434436339,0.256578546609,0.0007987600862999999,0.00020026787391,0.0009990279602099998,0.39092800273820993
57,1.0,1.0,0.45044171699999996,0.07689753389999998,0.06303163919999999,0.013865894699999999,0.2956393,0.05047030999999999,0.34610961,0.001151117,0.0001965139,0.0013476309,0.5273392508999999
58,1.0,1.25,0.7038151828125,0.09620463929528998,0.07427018046935997,0.021934458825930002,0.46193640625,0.06314218054099999,0.525078586791,0.0017986203124999997,0.00024585377328999994,0.00204447408579,0.80001982210779
59,1.0,1.333,0.8003898869373,0.10831991104907997,0.08259035684375998,0.02572955420532,0.5253214721699999,0.07109382073199999,0.596415292902,0.0020454197972999996,0.00027681470508,0.0023222345023799994,0.90870979798638
60,1.0,1.5,1.0134938632500001,0.1413026428221,0.10625243419944,0.03505020862266,0.665188425,0.09274144208999999,0.75792986709,0.00259001325,0.00036110304209999996,0.0029511162920999997,1.1547965060721002
61,1.0,2.0,1.8017668679999999,0.30888256400864994,0.23246068536959996,0.07642187863904999,1.1825572,0.20272950208499996,1.385286702085,0.004604468,0.00078935843865,0.005393826438649999,2.1106494320086497
62,1.0,2.5,2.81526073125,0.5796323808851999,0.44165008954655993,0.13798229133864,1.847745625,0.38043126307999997,2.2281768880799997,0.007194481249999999,0.0014812675252,0.008675748775199998,3.3948931121352
63,1.0,3.0,4.0539754530000005,0.95354440369836,0.7338143435664,0.21973006013195998,2.6607537,0.6258416780439999,3.286595378044,0.010360053,0.0024368106503599996,0.012796863650359999,5.0075198566983605
64,1.0,4.0,7.207067471999999,2.0108844395585996,1.5670926137903998,0.4437918257682,4.7302288,1.3198077479399997,6.05003654794,0.018417872,0.0051388740786,0.023556746078599998,9.217951911558599
65,1.0,6.0,16.215901812000002,5.363594940022259,4.229422990319999,1.13417194970226,10.6430148,3.5202988393539996,14.163313639353998,0.041440212,0.013706823954259997,0.05514703595425999,21.579496752022262
66,1.5,-6.0,16.6887118448886,11.826081369087659,9.713388043890237,2.1126933251974203,8.18796692494,5.802220317013999,13.990187241953999,0.0318811062086,0.02259183553966,0.05447294174825999,28.51479321397626
67,1.5,-4.0,7.417187949296399,6.384040426356029,5.283258218934,1.1007822074220301,3.6390832715599997,3.132196701887,6.771279973446999,0.0141693293764,0.01219568870203,0.02636501807843,13.801228375652428
68,1.5,-3.0,4.172194398108001,4.30008613012221,3.5805988992523194,0.7194872308698901,2.0470065132000004,2.1097485202089996,4.1567550334089995,0.007970334107999999,0.008214629744209999,0.016184963852209997,8.472280528230211
69,1.5,-2.5,2.8973486294510997,3.4173749957453694,2.8573707868660794,0.5600042088792901,1.4215224461899998,1.6766652841729996,3.0981877303629997,0.0055349158711,0.006528353679369998,0.012063269550469997,6.31472362519647
70,1.5,-2.0,1.8543030725240999,2.6408378047493097,2.2195387079776796,0.42129909677163,0.9097708178899999,1.2956716487989999,2.2054424666889996,0.0035423323441,0.00504489647131,0.008587228815409999,4.49514087727341
71,1.5,-1.5,1.043045556927,1.9704796558029298,1.6671101597949598,0.30336949600797,0.5117516283000001,0.9667740678969998,1.4785256961970001,0.0019925835269999997,0.0037642832489299997,0.0057568667759299984,3.01352521272993
72,1.5,-1.333,0.8237216223389998,1.7702355413506798,1.5016252874210398,0.26861025392964,0.40413892309999994,0.8685282633720001,1.2726671864719998,0.0015735769389999999,0.00338174812668,0.0049553250656800005,2.5939571636896797
73,1.5,-1.25,0.7243484184057,1.6751215154652896,1.4229250847956796,0.25219643066961,0.35538800252999997,0.8218647935409998,1.177252796071,0.0013837577456999998,0.003200056743289999,0.004583814488989999,2.3994699338709897
74,1.5,-1.0,0.4635675496881,1.4063042758451698,1.2000868453579199,0.20621743048725,0.22743531348999999,0.6899743615929999,0.9174096750829999,0.0008855543080999999,0.0026865210991699993,0.0035720754072699995,1.8698718255332698
75,1.5,-0.833,0.3216588677346,1.2415190404176302,1.06312142952144,0.17839761089619,0.15781225834,0.6091243285269999,0.766936586867,0.0006144662546,0.0023717190836299996,0.0029861853382299997,1.5631779081522301
76,1.5,-0.75,0.2607479949459,1.1640291309864899,0.9985966355255999,0.16543249546088998,0.12792312511,0.5711069090209999,0.699030034131,0.0004980883259,0.0022236924244899998,0.0027217807503899997,1.4247771259323898
77,1.5,-0.667,0.20625117092909995,1.0894629726608098,0.93642188813952,0.15304108452129,0.10119733238999999,0.534521686149,0.6357190185389999,0.00039402734909999997,0.00208124224281,0.00247526959191,1.2957141435899098
78,1.5,-0.5,0.11587758377909999,0.9483001242787199,0.8184578613787199,0.12984226289999998,0.056851437389999995,0.46526334588799995,0.522114783278,0.0002213597991,0.0018115742627199997,0.0020329340618199993,1.0641777080578199
79,1.5,-0.333,0.0513963248601,0.8189825934837298,0.7100211023275199,0.10896149115620998,0.02521803229,0.40181735821699993,0.427035390507,9.819028009999999e-05,0.0015645375697300001,0.0016627278498300001,0.8703789183438299
80,1.5,-0.25,0.0289806569877,0.75911321233239,0.65966711683728,0.09944609549511,0.014220250329999998,0.372442762131,0.386663012461,5.536872769999999e-05,0.00145016307039,0.00150553179809,0.7880938693200901
81,1.5,-0.167,0.0129461641155,0.7021747586354098,0.6116723782046399,0.09050238043076998,0.006356244949999999,0.344506816489,0.350863061439,2.4749015499999995e-05,0.0013413901774099997,0.0013661391929099998,0.7151209227509098
82,1.5,0.0,0.0,0.59647602671142,0.5222324081051999,0.07424361860621999,0.0,0.29264929471799994,0.29264929471799994,0.0,0.0011394749554199998,0.0011394749554199998,0.59647602671142
83,1.5,0.167,0.0129461641155,0.5026190779811399,0.44231680863143996,0.0603022693497,0.006356244949999999,0.24659907850599996,0.25295532345599997,2.4749015499999995e-05,0.0009601713691399999,0.00098492038464,0.5155652420966399
84,1.5,0.25,0.0289806569877,0.46037803876796995,0.40614283189464,0.05423520687333,0.014220250329999998,0.225874669713,0.24009492004299998,5.536872769999999e-05,0.0008794777019699999,0.0009348464296699998,0.4893586957556699
85,1.5,0.333,0.0513963248601,0.42106301043471,0.37232179885152,0.048741211583189996,0.02521803229,0.206585684459,0.23180371674899997,9.819028009999999e-05,0.00080437307671,0.0009025633568100001,0.47245933529481
86,1.5,0.5,0.11587758377909999,0.35082946069934995,0.3114075884534399,0.03942187224591,0.056851437389999995,0.17212807111499995,0.22897950850499996,0.0002213597991,0.0006702070693499998,0.00089156686845,0.4667070444784499
87,1.5,0.667,0.20625117092909995,0.29243561647769994,0.26001604564104,0.03241957083666,0.10119733238999999,0.14347776332999998,0.24467509571999996,0.00039402734909999997,0.0005586526977,0.0009526800467999999,0.4986867874067999
88,1.5,0.75,0.2607479949459,0.26781970566825,0.23801747753376,0.029802228134490003,0.12792312511,0.13140031492499998,0.25932344003499996,0.0004980883259,0.00051162729825,0.00100971562415,0.52856770061415
89,1.5,0.833,0.3216588677346,0.24612841914923994,0.21837185312015997,0.02775656602908,0.15781225834,0.12075737999599997,0.278569638336,0.0006144662546,0.00047018739723999996,0.00108465365184,0.56778728688384
90,1.5,1.0,0.4635675496881,0.21135834856250998,0.18598169938344,0.02537664917907,0.22743531348999999,0.10369967507899999,0.331134988569,0.0008855543080999999,0.00040377060451,0.00128932491261,0.67492589825061
91,1.5,1.25,0.7243484184057,0.18143751753428997,0.15529275679464,0.026144760739650004,0.35538800252999997,0.089017877641,0.44440588017099997,0.0013837577456999998,0.00034660477229,0.00173036251799,0.9057859359399899
92,1.5,1.333,0.8237216223389998,0.17737595954292001,0.14982714113447998,0.02754881840844,0.40413892309999994,0.08702604006799998,0.49116496316799996,0.0015735769389999999,0.00033884924691999997,0.0019124261859199997,1.0010975818819199
93,1.5,1.5,1.043045556927,0.1780643933409,0.1459564439352,0.032107949405700005,0.5117516283000001,0.08736410661,0.5991157349100001,0.0019925835269999997,0.00034016556089999997,0.0023327490878999996,1.2211099502679001
94,1.5,2.0,1.8543030725240999,0.25094626663451997,0.19133011906871997,0.0596161475658,0.9097708178899999,0.12312136570799997,1.0328921835979998,0.0035423323441,0.0004793919385199999,0.004021724282619999,2.10524933915862
95,1.5,2.5,2.8973486294510997,0.4300098969672899,0.32210902794791996,0.10790086901937,1.4215224461899998,0.210975589341,1.6324980355309997,0.0055349158711,0.00082146584529,0.00635638171639,3.3273585264183896
96,1.5,3.0,4.172194398108001,0.7152503677647598,0.5382868674088799,0.17696350035588,2.0470065132000004,0.35092355060399993,2.3979300638040004,0.007970334107999999,0.00136637471676,0.009336708824759999,4.887444765872761
97,1.5,4.0,7.417187949296399,1.6042594278064497,1.2268427441560799,0.37741668365037,3.6390832715599997,0.7870961357049998,4.426179407264999,0.0141693293764,0.0030646796364499993,0.01723400901285,9.021447377102849
98,1.5,6.0,16.6887118448886,4.656409844372759,3.6287639802033596,1.0276458641694,8.18796692494,2.284570377804,10.472537302744,0.0318811062086,0.008895325484759999,0.04077643169336,21.34512168926136
