,cv,cf,tthtot,thtot,tthhbb,thhbb,hbb,tthhgg,thhgg,hgg,tot
31,0.5,4.0,7.603957894008301,2.73447843378255,2.68141888707,0.964272418395,3.645691305465,0.0104405160783,0.0037545426925499996,0.01419505877085,10.33843632779085
32,0.5,6.0,17.594588885286598,6.869801451828691,3.5210049351399997,1.374775825401,4.895780760541,0.0137095732466,0.0053529007266900006,0.01906247397329,24.46439033711529
33,1.0,-6.0,17.6322812073936,10.882101931449629,3.32322224344,2.050988035327,5.374210278767,0.0129394759736,0.007985836775629999,0.02092531274923,28.51438313884323
34,1.0,-4.0,7.6515135098985,5.422086908226481,2.4332592586499997,1.7242836123919996,4.157542871042,0.009474268468499998,0.00671376295048,0.01618803141898,13.07360041812498
35,1.0,-3.0,4.226380819115399,3.41503928322033,1.76975597766,1.4300159102569998,3.1997718879169996,0.0068908165854,0.005567986477329999,0.01245880306273,7.641420102335729
36,1.0,-2.5,2.9040687653042996,2.59409554331091,1.3888838674699997,1.2406336387389998,2.6295175062089995,0.0054078325543,0.004830597529909999,0.010238430084209998,5.498164308615209
37,1.0,-2.0,1.8380868755799,1.8944593207677902,0.99473755271,1.0252488617909998,2.019986414501,0.0038731633698999997,0.003991963835789999,0.00786512720569,3.7325461963476902
38,1.0,-1.5,1.0228757675103,1.3144581045893697,0.6166740158699999,0.792464339073,1.4091383549429999,0.0024011149503,0.0030855815603700004,0.00548669651067,2.33733387209967
39,1.0,-1.333,0.8051391542997001,1.14689233421637,0.50084253813,0.7134319845729999,1.2142745227029998,0.0019501073096999998,0.0027778569553699997,0.004727964265069999,1.9520314885160701
40,1.0,-1.25,0.7068784633647,1.06839857068923,0.44614926763,0.6743219647669999,1.120471232397,0.0017371506647,0.00262557608923,0.00436272675393,1.77527703405393
41,1.0,-1.0,0.45044171699999996,0.8509579024258799,0.2956393,0.5585108774519999,0.854150177452,0.001151117,0.0021746478418799998,0.00332576484188,1.30139961942588
42,1.0,-0.833,0.3117677295975,0.7213581264239701,0.20916480475,0.483957517813,0.693122322563,0.0008144152775,0.00188436289097,0.00269877816847,1.0331258560214702
43,1.0,-0.75,0.25245282221279997,0.66154100855604,0.17099777112,0.44809470481599994,0.6190924759359999,0.0006658060728,0.0017447255230399997,0.0024105315958399993,0.91399383076884
44,1.0,-0.667,0.19947831746699995,0.60474470414781,0.13628971729999997,0.413180730149,0.549470447449,0.0005306649370000001,0.0016087826028099996,0.0021394475398099997,0.80422302161481
45,1.0,-0.5,0.11190867790080002,0.49952823669215995,0.07757575232000001,0.34627582796399997,0.423851580284,0.0003020531008,0.00134827809516,0.0016503311959599999,0.61143691459296
46,1.0,-0.333,0.0495884088975,0.40627216371257996,0.03473761775,0.284595912282,0.31933353003199993,0.0001352562475,0.0011081178745799998,0.0012433741220799998,0.45586057261007995
47,1.0,-0.25,0.027922207948799998,0.36431700112181986,0.01963044952,0.25614435327799995,0.275774802798,7.643416879999999e-05,0.0009973373618199998,0.00107377153062,0.3922392090706199
48,1.0,-0.167,0.0124548420249,0.3252627981501899,0.00878048721,0.22928905935099997,0.23806954656099996,3.41881749e-05,0.0008927721521899999,0.0009269603270899998,0.3377176401750899
49,1.0,0.0,0.0,0.25539284406707996,0.0,0.18041856373199996,0.18041856373199996,0.0,0.0007024873750799998,0.0007024873750799998,0.25539284406707996
50,1.0,0.167,0.0124548420249,0.19706406928214998,0.00878048721,0.138917382835,0.14769787004499998,3.41881749e-05,0.00054089615615,0.0005750843310499999,0.20951891130704997
51,1.0,0.25,0.027922207948799998,0.17234506794624,0.01963044952,0.12117270919599998,0.14080315871599997,7.643416879999999e-05,0.00047180454523999994,0.0005482387140399999,0.20026727589503998
52,1.0,0.333,0.0495884088975,0.15044639102861998,0.03473761775,0.10538868029799997,0.14012629804799998,0.0001352562475,0.00041034700561999994,0.0005456032531199999,0.20003479992611997
53,1.0,0.5,0.11190867790080002,0.11492990467853999,0.07757575232000001,0.079670041066,0.157245793386,0.0003020531008,0.00031020753554,0.00061226063634,0.22683858257934
54,1.0,0.667,0.19947831746699995,0.09082006236551998,0.13628971729999997,0.062051299507999993,0.19834101680799995,0.0005306649370000001,0.00024160626052,0.0007722711975200001,0.29029837983251994
55,1.0,0.75,0.25245282221279997,0.08308225617701999,0.17099777112,0.05627560595799999,0.227273377078,0.0006658060728,0.00021911771102,0.00088492378382,0.33553507838981994
56,1.0,0.833,0.3117677295975,0.07817703103130998,0.20916480475,0.05244880969899999,0.261613614449,0.0008144152775,0.00020421749230999998,0.0010186327698099998,0.38994476062880995
57,1.0,1.0,0.45044171699999996,0.07689753389999998,0.2956393,0.05047030999999999,0.34610961,0.001151117,0.0001965139,0.0013476309,0.5273392508999999
58,1.0,1.25,0.7068784633647,0.09662148037025999,0.44614926763,0.06098263835399999,0.5071319059839999,0.0017371506647,0.00023744526425999995,0.0019745959289599996,0.8034999437349599
59,1.0,1.333,0.8051391542997001,0.10895940669141002,0.50084253813,0.06777892878899999,0.5686214669190001,0.0019501073096999998,0.00026390766440999996,0.00221401497411,0.9140985609911101
60,1.0,1.5,1.0228757675103,0.14261302756073999,0.6166740158699999,0.085978952246,0.7026529681159999,0.0024011149503,0.00033477224974,0.00273588720004,1.16548879507104
61,1.0,2.0,1.8380868755799,0.31511265845129993,0.99473755271,0.17053349906999998,1.16527105178,0.0038731633698999997,0.0006639983583,0.0045371617282,2.1531995340312
62,1.0,2.5,2.9040687653042996,0.59791171798317,1.3888838674699997,0.285953495993,1.6748373634629996,0.0054078325543,0.0011134038351699998,0.006521236389469999,3.5019804832874697
63,1.0,3.0,4.226380819115399,0.9940980171896099,1.76975597766,0.41626948746899994,2.1860254651289996,0.0068908165854,0.00162080915361,0.00851162573901,5.220478836305009
64,1.0,4.0,7.6515135098985,2.1348950670403797,2.4332592586499997,0.6789197039019998,3.1121789625519996,0.009474268468499998,0.00264347809238,0.012117746560879999,9.786408576938879
65,1.0,6.0,17.6322812073936,5.8320785892471285,3.32322224344,1.0991938078769998,4.422416051317,0.0129394759736,0.004279879835129999,0.01721935580873,23.46435979664073
66,1.5,-6.0,17.6864916573345,12.533140642756258,3.0387285450499997,2.153326146554,5.192054691604,0.011831756084499998,0.00838430592226,0.02021606200676,30.21963230009076
67,1.5,-4.0,7.713863561391899,6.639382345759171,2.10811515651,1.8144718741929997,3.9225870307029997,0.0082082699919,0.0070649247931699995,0.015273194785069999,14.35324590715107
68,1.5,-3.0,4.2829287921453,4.414221444853979,1.4755061823699998,1.5207326895420001,2.996238871912,0.005745109835299999,0.00592120618398,0.011666316019279999,8.697150236999278
69,1.5,-2.5,2.9531680093146,3.4832187456842703,1.13342194834,1.336859344183,2.470281292523,0.0044131523546,0.00520526708627,0.009618419440869998,6.43638675499887
70,1.5,-2.0,1.8766466688089998,2.67268018692921,0.7943827990999999,1.131347834309,1.9257306334089999,0.0030930513789999997,0.00440507647321,0.007498127852209999,4.54932685573821
71,1.5,-1.5,1.0487057178774,1.9811727668569798,0.48254246546,0.9116071769419999,1.394149642402,0.0018788531673999999,0.00354948248998,0.00542833565738,3.02987848473438
72,1.5,-1.333,0.8265771708975,1.7763384613030502,0.38950477775,0.8370472142449998,1.2265519919949999,0.0015165966474999998,0.00325917182905,0.00477576847655,2.60291563220055
73,1.5,-1.25,0.7261632212934,1.6793444633463301,0.34595710886,0.800076131657,1.1460332405170002,0.0013470371133999998,0.0031152192433299996,0.004462256356729999,2.4055076846397303
74,1.5,-1.0,0.4635675496881,1.4063042758451698,0.22743531348999999,0.6899743615929999,0.9174096750829999,0.0008855543080999999,0.0026865210991699993,0.0035720754072699995,1.8698718255332698
75,1.5,-0.833,0.32122442857229994,1.2397436565969602,0.16020693667000002,0.6182890179839999,0.778495954654,0.0006237903023000001,0.0024074032089599997,0.0030311935112599998,1.56096808516926
76,1.5,-0.75,0.26022747606569996,1.1616356967415502,0.13070213452999999,0.5834663795949999,0.7141685141249999,0.0005089088257,0.00227181592055,0.0027807247462499998,1.4218631728072502
77,1.5,-0.667,0.2056974877089,1.08660078079311,0.10397634181,0.5492828905189999,0.653259232329,0.0004048478489,0.00213871725811,0.00254356510701,1.29229826850201
78,1.5,-0.5,0.1154908039032,0.9449057294789398,0.059009604279999996,0.4827971210259999,0.5418067253059999,0.0002297629532,0.00187984470794,0.00210960766114,1.06039653338214
79,1.5,-0.333,0.051174126824699996,0.8154814411704299,0.026341461629999997,0.4198925794469999,0.44623404107699993,0.00010256452469999999,0.00163491621843,0.0017374807431299998,0.8666555679951299
80,1.5,-0.25,0.0288463368468,0.7556825901418199,0.01490022072,0.3901520336779999,0.4050522543979999,5.80162968e-05,0.0015191168378199998,0.00157713313462,0.78452892698862
81,1.5,-0.167,0.012867345562499998,0.69887803214847,0.006651884249999999,0.361522824663,0.36817470891299997,2.59001325e-05,0.0014076446174699998,0.0014335447499699999,0.71174537771097
82,1.5,0.0,0.0,0.59358943099026,0.0,0.30753776915399994,0.30753776915399994,0.0,0.00119744551626,0.00119744551626,0.59358943099026
83,1.5,0.167,0.012867345562499998,0.5002584455612099,0.006651884249999999,0.258778613709,0.265430497959,2.59001325e-05,0.00100759425921,0.00103349439171,0.5131257911237099
84,1.5,0.25,0.0288463368468,0.45829594055907,0.01490022072,0.23661331400299995,0.251513534723,5.80162968e-05,0.0009212902620699999,0.0009793065588699999,0.48714227740587
85,1.5,0.333,0.051174126824699996,0.41926094413137005,0.026341461629999997,0.215877397373,0.242218859003,0.00010256452469999999,0.00084055178737,0.00094311631207,0.47043507095607007
86,1.5,0.5,0.1154908039032,0.34957037893854004,0.059009604279999996,0.178611554066,0.23762115834599998,0.0002297629532,0.00069545150554,0.00092521445874,0.46506118284174003
87,1.5,0.667,0.2056974877089,0.29166897791054996,0.10397634181,0.147442020495,0.251418362305,0.0004048478489,0.0005740881415499999,0.0009789359904499998,0.49736646561944997
88,1.5,0.75,0.26022747606569996,0.2672695706304599,0.13070213452999999,0.13424379423399999,0.26494592876399997,0.0005089088257,0.00052269882146,0.00103160764716,0.5274970466961599
89,1.5,0.833,0.32122442857229994,0.24577907280578998,0.16020693667000002,0.12257556169099998,0.282782498361,0.0006237903023000001,0.00047726676679,0.0011010570690900001,0.5670035013780899
90,1.5,1.0,0.4635675496881,0.21135834856250998,0.22743531348999999,0.10369967507899999,0.331134988569,0.0008855543080999999,0.00040377060451,0.00128932491261,0.67492589825061
91,1.5,1.25,0.7261632212934,0.18189597706301996,0.34595710886,0.08665958375799998,0.43261669261799995,0.0013470371133999998,0.00033742239302,0.0016844595064199998,0.90805919835642
92,1.5,1.333,0.8265771708975,0.17798875767558003,0.38950477775,0.08387221878199999,0.473376996532,0.0015165966474999998,0.00032656935957999997,0.0018431660070799998,1.0045659285730801
93,1.5,1.5,1.0487057178774,0.17903067244458,0.48254246546,0.082377639982,0.564920105442,0.0018788531673999999,0.00032074998758,0.00219960315498,1.22773639032198
94,1.5,2.0,1.8766466688089998,0.25397197219404,0.7943827990999999,0.10750575501599999,0.9018885541159998,0.0030930513789999997,0.00041859016103999995,0.0035116415400399995,2.1306186410030397
95,1.5,2.5,2.9531680093146,0.4382969217238199,1.13342194834,0.16821845037799998,1.301640398718,0.0044131523546,0.0006549843608199999,0.005068136715419999,3.3914649310384197
96,1.5,3.0,4.2829287921453,0.7342356396466799,1.4755061823699998,0.252949931872,1.7284561142419996,0.005745109835299999,0.00098489939168,0.006730009226979999,5.017164431791979
97,1.5,4.0,7.713863561391899,1.6684236718259398,2.10811515651,0.45596174762599995,2.5640769041359994,0.0082082699919,0.00177535706194,0.00998362705384,9.38228723321784
98,1.5,6.0,17.6864916573345,4.934808718128029,3.0387285450499997,0.8478529874869999,3.8865815325369995,0.011831756084499998,0.0033012457660300002,0.015133001850529997,22.62130037546253
