,cv,cf,tthtot,thtot,tthhbb,thhbb,hbb,tthhgg,thhgg,hgg,tot
0,0.5,-6.0,8.4847436025726,4.527910827038099,1.69280106787,0.9033672963039998,2.596168364174,0.032378388752600004,0.0172788723281,0.0496572610807,13.012654429610699
1,0.5,-4.0,4.2247015316033,2.4267439672143,1.4860013775199998,0.8535824497199999,2.33958382724,0.0165011470833,0.009478550460299998,0.025979697543599998,6.6514454988175995
2,0.5,-3.0,2.647866529363,1.6341836172543096,1.2709533507000002,0.7843919875659999,2.055345338266,0.010048100292999998,0.0062014117583099986,0.01624951205131,4.28205014661731
3,0.5,-2.5,1.981590628413,1.29358788846602,1.11024382722,0.7247755933879999,1.8350194206079997,0.007227863643,0.0047183414740199995,0.01194620511702,3.27517851687902
4,0.5,-2.0,1.3883976133368,0.9838491806820499,0.90131553391,0.6386924228959999,1.540007956806,0.0047315513168,0.0033528912760499995,0.008084442592849999,2.37224679401885
5,0.5,-1.5,0.8661577072379,0.6998875316283398,0.6415077170700001,0.5183664774749999,1.159874194545,0.0026460726479,0.0021381076473399995,0.00478418029524,1.5660452388662398
6,0.5,-1.333,0.7090758382125,0.6103880850077599,0.54598665924,0.46999611132099994,1.0159827705609998,0.0020633772225,0.00177618326476,0.0038395604872600003,1.3194639232202598
7,0.5,-1.25,0.6346885101040001,0.56696449761447,0.49764963369,0.4445468519029999,0.9421964855929998,0.001798044754,0.0016061565714699999,0.00340420132547,1.2016530077184702
8,0.5,-1.0,0.42792160883999997,0.44104306810312993,0.35246117345999994,0.3632639768999999,0.7157251503599998,0.0011050723199999997,0.00113891806313,0.0022439903831299995,0.8689646769431298
9,0.5,-0.833,0.30668633100489995,0.36184357452395993,0.25974868898,0.30645602722899995,0.5662047162089999,0.0007363695449,0.0008687813189599998,0.0016051508638599997,0.6685299055288598
10,0.5,-0.75,0.2523524153986,0.32428543244750996,0.21634883974,0.27802478519199997,0.494373624932,0.0005822349785999999,0.00074825286551,0.0013304878441099998,0.5766378478461099
11,0.5,-0.667,0.2024045547513,0.28812225114063,0.17546192455,0.24977109580499998,0.425233020355,0.0004476694013,0.0006372772326299999,0.00108494663393,0.49052680589193
12,0.5,-0.5,0.11658913939969999,0.22025558841773998,0.10297116818999999,0.194535308242,0.29750647643199996,0.0002349429797,0.00044380080373999996,0.0006787437834399999,0.33684472781743996
13,0.5,-0.333,0.0527307108427,0.16014709656598,0.04721359621,0.143382467899,0.190596064109,9.565782269999999e-05,0.00029053270097999993,0.00038619052367999993,0.21287780740868
14,0.5,-0.25,0.029941030858199998,0.13362842068057998,0.02693274023,0.12021599803399999,0.147148738264,5.133981819999999e-05,0.00022903472357999998,0.00028037454178,0.16356945153877997
15,0.5,-0.167,0.0134315455296,0.10957606577997997,0.0121212113,0.09892089637099998,0.11104210767099998,2.1640999600000002e-05,0.00017683861598,0.00019847961558,0.12300761130957998
16,0.5,0.0,0.0,0.06928476308435998,0.0,0.06273072770799998,0.06273072770799998,0.0,9.804281636e-05,9.804281636e-05,0.06928476308435998
17,0.5,0.167,0.013488688093099999,0.040660368599209996,0.01218033916,0.036720486451,0.048900825610999996,1.6460973099999998e-05,4.968445021e-05,6.614542330999999e-05,0.054149056692309995
18,0.5,0.25,0.0301550524132,0.030974609273659994,0.02713968774,0.027882843086999995,0.055022530826999996,3.40730632e-05,3.4979015659999995e-05,6.905207886e-05,0.061129661686859994
19,0.5,0.333,0.05324807961769999,0.024344213712759993,0.04771618302,0.021812872707999996,0.069529055728,5.536872769999999e-05,2.5294355759999997e-05,8.066308345999999e-05,0.07759229333045999
20,0.5,0.5,0.118252844743,0.020187633148099998,0.10456762041,0.017851348646999998,0.12241896905700002,0.000102449413,1.74897371e-05,0.0001199391501,0.1384404778911
21,0.5,0.667,0.20611365301559995,0.027894296611479994,0.17895046828999997,0.024217616532999996,0.20316808482299997,0.0001459616356,1.9752459479999997e-05,0.00016571409508,0.23400794962707994
22,0.5,0.75,0.25742603913400003,0.03588954662352999,0.22107906854,0.030820733999,0.251899802539,0.00016345861399999996,2.2790661529999996e-05,0.00018624927552999998,0.29331558575753003
