,cv,cf,tth,tthww,tthzz,tthtt,thq,thqww,thqzz,thqtt,thw,thwww,thwzz,thwtt,tot
0,0.5,-6.0,2.73801322476,1.19092445142,0.14469175578,1.40239701756,1.1847002549,0.515296646784,0.062606134656,0.606797473464,0.276450330786,0.120244741624,0.014609174216,0.141596414946,4.19916381045
1,0.5,-4.0,1.21689988827,0.5293033735,0.0643078865,0.62328862827,0.568795008672,0.247402707024,0.030058272816,0.291334028832,0.130211826528,0.056636851376,0.006881112784,0.066693862368,1.91590672347
2,0.5,-3.0,0.68450634879,0.29773382584,0.03617326856,0.35059925439,0.344909282976,0.150021517392,0.018226913328,0.176660852256,0.077544832302,0.033728764272,0.004097887248,0.039718180782,1.10696046407
3,0.5,-2.5,0.4753530045,0.20676201282,0.02512061838,0.2434703733,0.253983636768,0.110472557456,0.013421899504,0.130089179808,0.056324562399,0.024498852252,0.002976496068,0.028849214079,0.785661203667
4,0.5,-2.0,0.30422881335,0.13232855636,0.01607730124,0.15582295575,0.177068304576,0.077017514592,0.009357268128,0.090693521856,0.038512828095,0.016751471884,0.002035225556,0.019726130655,0.519809946021
5,0.5,-1.5,0.17112738588,0.07443345646,0.00904331714,0.08765061228,0.114163733448,0.0496563888,0.0060330192,0.058474325448,0.024110102373,0.010486957222,0.001274116298,0.012349028853,0.309401221701
6,0.5,-1.333,0.13514727171,0.05878495898,0.00714209782,0.06922021491,0.096276810768,0.041876887888,0.005087846192,0.049312076688,0.020058839073,0.008724822372,0.001060025148,0.010273991553,0.251482921551
7,0.5,-1.25,0.11883680589,0.05168779022,0.00627982498,0.06086919069,0.087965975568,0.038261234624,0.004648561216,0.045056179728,0.018186622503,0.00791039872,0.00096107648,0.009315147303,0.224989403961
8,0.5,-1.0,0.07605191682,0.03307671312,0.00401866608,0.03895653762,0.065272073472,0.028390698624,0.003449337216,0.033432037632,0.01311591225,0.005704974212,0.000693127708,0.00671781033,0.154439902542
9,0.5,-0.833,0.05277100653,0.0229518531,0.0027885429,0.02703061053,0.05206384872,0.022646046672,0.002751388848,0.0266664132,0.01020303942,0.00443790739,0.00053918501,0.00522594702,0.11503789467
